City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Tsabong,BW,-26.0217,22.401,82.08,30,40,3.53,scattered clouds
471,Ventspils,LV,57.3894,21.5606,42.73,81,100,11.5,overcast clouds
472,Vanimo,PG,-2.6741,141.3028,76.32,89,97,4.65,overcast clouds
473,Brownwood,US,31.7093,-98.9912,53.6,39,0,11.5,clear sky
474,Camacha,PT,33.0833,-16.3333,65.62,77,20,5.75,few clouds
475,Nong Kung Si,TH,16.65,103.3,76.82,99,2,4.41,clear sky
476,Urengoy,RU,65.9667,78.3667,-15.68,91,7,7.72,clear sky
477,Chapais,CA,49.7834,-74.8492,17.38,88,86,2.3,overcast clouds
478,Chumphon,TH,10.3333,98.8333,71.24,97,99,1.79,overcast clouds
479,Guiyang,CN,26.5833,106.7167,52.29,100,100,6.71,mist
480,Margate,GB,51.3813,1.3862,51.31,92,100,1.99,overcast clouds
481,Copiapo,CL,-27.3667,-70.3333,65.89,35,65,6.71,broken clouds
482,Zhangjiakou,CN,40.81,114.8794,34.02,55,10,0.16,clear sky
483,Hellin,ES,38.5106,-1.701,60.55,66,61,7.54,broken clouds
484,Am Timan,TD,11.0297,20.2827,78.4,26,68,4.94,broken clouds
485,Esperance,AU,-33.8667,121.9,53.06,82,3,15.12,clear sky
486,Kamaishi,JP,39.2667,141.8833,45.95,82,85,6.73,overcast clouds
487,Bajil,YE,15.0584,43.2851,79.7,57,0,4.65,clear sky
488,Verkhnyaya Inta,RU,65.9811,60.3094,-13.65,94,12,5.28,few clouds
489,Lilongwe,MW,-13.9669,33.7873,69.78,73,67,5.46,broken clouds
490,Nioro,GM,13.35,-15.75,79.02,47,66,6.49,broken clouds
491,Glencoe,ZA,-28.1783,30.147,60.75,64,0,3.65,clear sky
492,San Policarpo,PH,12.1791,125.5072,81.73,82,71,12.82,broken clouds
493,Jaisinghnagar,IN,23.7,81.3833,59.07,61,0,3.91,clear sky
494,San Francisco,US,37.7749,-122.4194,67.44,36,0,7.0,clear sky
495,Manado,ID,1.487,124.8455,75.97,100,40,2.3,scattered clouds
496,Khandyga,RU,62.6667,135.6,-38.22,100,100,1.3,overcast clouds
497,Birjand,IR,32.8663,59.2211,37.87,38,0,6.91,clear sky
498,Vuktyl,RU,63.8567,57.3094,-16.01,100,41,0.89,scattered clouds
499,Moree,AU,-29.4667,149.85,58.69,54,0,12.84,clear sky
500,San Patricio,US,28.017,-97.5169,60.66,43,75,13.44,broken clouds
501,Xai-Xai,MZ,-25.0519,33.6442,66.56,78,0,5.68,clear sky
502,Pathein,MM,16.7833,94.7333,73.49,81,100,3.89,overcast clouds
503,Lincoln,US,40.8,-96.667,36.18,65,40,12.66,scattered clouds
504,Mount Gambier,AU,-37.8333,140.7667,47.1,84,58,6.67,broken clouds
505,Zyryanka,RU,65.75,150.85,-16.11,95,100,13.44,overcast clouds
506,Barsovo,RU,61.1667,73.1667,-7.47,91,99,12.12,overcast clouds
507,Vila,PT,42.0304,-8.1588,45.7,92,100,6.06,overcast clouds
508,Lake City,US,30.1897,-82.6393,74.91,88,75,4.61,broken clouds
509,Bac Lieu,VN,9.285,105.7244,77.9,92,100,9.13,overcast clouds
510,Sechura,PE,-5.5569,-80.8222,72.61,61,100,13.85,overcast clouds
511,Baghdad,IQ,33.3406,44.4009,64.31,55,0,1.14,haze
512,Lumphat,KH,13.4878,106.9816,69.89,96,17,3.74,few clouds
513,Havoysund,NO,70.9963,24.6622,41.23,72,100,20.89,overcast clouds
514,Gazojak,TM,41.1875,61.4036,40.42,60,37,8.5,scattered clouds
515,Marevo,RU,57.3146,32.0804,29.28,93,80,7.09,broken clouds
516,Moron,AR,-34.6534,-58.6198,89.35,26,0,7.96,clear sky
517,Yeniseysk,RU,58.4497,92.1703,34.84,99,100,9.1,overcast clouds
518,Teguldet,RU,57.3064,88.1667,33.75,97,100,10.27,light snow
519,Sarkand,KZ,45.41,79.9186,41.67,71,100,10.78,light rain
520,Flin Flon,CA,54.7682,-101.865,13.84,85,100,5.75,overcast clouds
521,Mayo,US,38.8876,-76.5119,46.94,85,100,6.91,light rain
522,Kailua,US,21.4022,-157.7394,80.49,63,35,5.01,scattered clouds
523,Zlobin,HR,45.2924,14.6541,47.16,93,100,5.75,light rain
524,Grafton,US,42.207,-71.6856,41.5,51,0,1.01,clear sky
525,Unai,BR,-16.3575,-46.9061,76.8,77,99,2.01,light rain
526,Nome,US,64.5011,-165.4064,22.15,86,100,14.88,overcast clouds
527,Beloha,MG,-25.1667,45.05,73.89,79,99,3.62,overcast clouds
528,Sibolga,ID,1.7427,98.7792,74.26,93,100,1.97,overcast clouds
529,Calvinia,ZA,-31.4707,19.776,54.34,56,61,5.14,broken clouds
530,Wilmington,US,34.2257,-77.9447,67.91,90,100,8.05,mist
531,Kaka,TM,37.3482,59.6143,47.3,57,4,0.67,clear sky
532,Kostomuksha,RU,64.571,30.5767,28.76,90,100,7.36,overcast clouds
533,Oga,IT,46.4631,10.347,37.94,98,100,4.61,overcast clouds
534,Castanos,MX,26.7833,-101.4167,60.35,29,10,7.9,clear sky
535,Taltal,CL,-25.4,-70.4833,64.6,75,32,5.28,scattered clouds
536,Puerto Leguizamo,CO,-0.1934,-74.7819,75.61,93,100,1.23,overcast clouds
537,Ossora,RU,59.2353,163.0719,25.27,75,100,13.38,overcast clouds
538,Bainbridge,US,47.6262,-122.5212,54.99,74,2,8.99,clear sky
539,Pasni,PK,25.2631,63.471,77.94,70,0,2.13,clear sky
540,Palmas Bellas,PA,9.2319,-80.0867,82.35,81,100,7.34,light rain
541,Bonnyville,CA,54.2668,-110.735,34.92,86,44,10.98,scattered clouds
542,Bilibino,RU,68.0546,166.4372,0.05,88,100,9.01,overcast clouds
543,Praxedis Guerrero,MX,31.3667,-106.0167,56.05,26,100,10.67,overcast clouds
544,Chute-Aux-Outardes,CA,49.1168,-68.399,28.38,74,100,5.75,overcast clouds
545,Launceston,AU,-41.45,147.1667,49.6,68,10,9.22,clear sky
546,Anadyr,RU,64.75,177.4833,36.1,93,75,33.55,light intensity shower rain
547,Bahia Blanca,AR,-38.7196,-62.2724,85.55,20,0,13.65,clear sky
548,Urumqi,CN,43.801,87.6005,31.15,75,97,4.47,mist
549,Pacific Grove,US,36.6177,-121.9166,66.65,62,0,15.01,clear sky
550,Bandarbeyla,SO,9.4942,50.8122,78.96,74,11,16.28,few clouds
551,Lasa,IT,46.6166,10.7002,43.02,97,100,3.83,overcast clouds
552,Cap Malheureux,MU,-19.9842,57.6142,68.47,66,61,4.0,broken clouds
553,Gravdal,NO,68.1214,13.5031,30.09,93,0,3.44,clear sky
554,Esil,KZ,51.9556,66.4042,24.48,96,100,8.66,light snow
555,Virginia Beach,US,36.8529,-75.978,61.02,88,100,9.22,overcast clouds
556,Raga,SS,8.4596,25.678,74.7,30,21,4.21,few clouds
557,Sioux Lookout,CA,50.1001,-91.917,24.87,86,100,6.91,snow
558,Diffa,NE,13.3154,12.6113,74.91,22,35,9.46,scattered clouds
559,Awjilah,LY,29.1081,21.2869,61.97,49,0,2.64,clear sky
560,Ternate,ID,0.8,127.4,81.48,78,100,3.51,overcast clouds
561,Vila Velha,BR,-20.3297,-40.2925,80.55,89,100,9.22,overcast clouds
562,Kota Belud,MY,6.351,116.4305,76.44,89,100,3.4,overcast clouds
563,Ilo,PE,-17.6394,-71.3375,72.46,60,0,10.36,clear sky
564,Manitouwadge,CA,49.1215,-85.8403,24.91,72,88,5.44,overcast clouds
565,Batemans Bay,AU,-35.7167,150.1833,49.93,79,33,3.89,scattered clouds
566,Solnechnyy,RU,50.7214,136.6319,13.86,95,29,1.01,scattered clouds
567,Magadan,RU,59.5667,150.8,5.09,70,0,4.27,clear sky
568,Waw,SS,7.7029,27.9953,81.48,30,82,3.8,broken clouds
569,Voh,NC,-20.9667,164.7,80.87,65,41,0.83,scattered clouds
570,Thinadhoo,MV,0.5333,72.9333,81.32,74,98,14.85,overcast clouds
571,Saint-Pierre,RE,-21.3393,55.4781,67.91,60,0,4.61,clear sky
572,Fenoarivo,MG,-18.933,47.4354,64.47,77,75,10.36,broken clouds
573,Teguise,ES,29.0605,-13.564,70.02,40,0,2.3,clear sky
574,Talmenka,RU,53.8183,83.5677,32.38,97,100,18.5,light snow
575,Thabazimbi,ZA,-24.5917,27.4116,72.07,47,23,4.38,few clouds
576,Corrente,BR,-3.7367,-43.3394,81.19,68,32,4.32,scattered clouds
577,Mount Isa,AU,-20.7333,139.5,73.17,25,55,14.97,broken clouds
578,Dolores,AR,-36.3132,-57.6792,84.63,23,1,13.02,clear sky
579,Port-Cartier,CA,50.0334,-66.8654,26.28,81,67,7.02,broken clouds
580,Svetlaya,RU,46.5389,138.3297,24.3,71,14,6.31,few clouds
581,Claveria,PH,18.6074,121.0832,77.65,88,20,13.38,few clouds
582,Suileng,CN,47.25,127.0833,25.5,67,100,9.08,light snow
583,Porto Novo,BJ,6.4965,2.6036,82.22,82,38,5.95,scattered clouds
584,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,68,100,8.05,overcast clouds
585,Faya,SA,18.3851,42.4509,59.11,81,23,4.0,few clouds
586,Vao,NC,-22.6667,167.4833,74.57,74,24,6.71,few clouds
587,Hobyo,SO,5.3505,48.5268,80.02,76,36,11.86,scattered clouds
588,Sangar,RU,63.9242,127.4739,-38.52,99,42,2.59,scattered clouds
589,Acoyapa,NI,11.9703,-85.1711,89.69,90,99,9.19,overcast clouds
590,Nosy Varika,MG,-20.5833,48.5333,72.14,84,100,6.76,light rain
591,Ambilobe,MG,-13.2,49.05,74.71,82,80,1.99,light rain
592,Shache,CN,38.4167,77.2406,36.27,36,0,1.21,clear sky
593,Grenaa,DK,56.4158,10.8783,50.22,95,100,29.28,overcast clouds
594,Dauriya,RU,49.9333,116.8667,8.08,96,45,1.07,scattered clouds
595,Goderich,CA,43.7501,-81.7165,33.91,80,100,14.97,overcast clouds
596,Biltine,TD,14.5333,20.9167,74.86,22,5,8.61,clear sky
597,Sankt Florian,AT,48.2057,14.3784,43.59,91,75,5.75,broken clouds
598,Andenes,NO,69.3143,16.1194,31.98,86,0,10.36,clear sky
599,Mitu,CO,1.1983,-70.1733,75.04,98,100,0.78,moderate rain
600,Luanda,AO,-8.8368,13.2343,75.2,78,20,8.05,few clouds
601,Trinidad,BO,-14.8333,-64.9,85.98,66,40,4.61,scattered clouds
602,Oksfjord,NO,70.2396,22.3479,41.18,91,99,5.41,overcast clouds
603,Hella,NO,67.2,14.4333,35.06,71,0,16.11,clear sky
604,Martinsburg,US,39.4562,-77.9639,37.51,89,100,4.61,moderate rain
605,Lososina,RU,48.9975,140.3106,22.41,71,34,5.66,scattered clouds
606,Evanston,US,42.0411,-87.6901,37.96,87,100,3.0,overcast clouds
607,Tonder,DK,54.9331,8.8667,50.41,90,93,5.99,overcast clouds
608,Alta Floresta,BR,-9.8756,-56.0861,82.81,66,69,1.21,broken clouds
609,Tombouctou,ML,20.0,-3.0,77.43,15,74,9.64,broken clouds
610,Morden,CA,49.1919,-98.1014,22.86,80,37,9.22,scattered clouds
611,Burley,US,42.5357,-113.7928,31.96,74,40,4.61,scattered clouds
612,Ratnagiri,IN,16.9833,73.3,75.49,66,0,3.78,clear sky
613,Bima,ID,-8.4667,118.7167,78.24,89,100,1.19,overcast clouds
614,Surt,LY,31.2089,16.5887,68.18,52,0,6.8,clear sky
615,Pinhao,BR,-25.6956,-51.6597,62.58,65,0,5.68,clear sky
616,Asfi,MA,32.2994,-9.2372,67.1,71,70,5.3,broken clouds
617,Huarmey,PE,-10.0681,-78.1522,68.7,74,58,10.36,broken clouds
618,Wencheng,CN,33.0559,113.7978,50.13,60,91,3.09,overcast clouds
619,Dhidhdhoo,MV,6.8833,73.1,80.98,78,98,8.41,overcast clouds
620,Pontal Do Parana,BR,-25.6533,-48.5128,78.75,31,0,9.22,clear sky
621,Ler,SS,8.3018,30.1418,78.26,40,14,4.81,few clouds
622,Mananara,MG,-16.1667,49.7667,72.0,89,35,2.82,light rain
623,Nanzhang,CN,31.7765,111.8386,56.41,64,100,1.23,overcast clouds
624,Sao Felipe,BR,-14.8167,-41.3833,78.94,64,100,6.26,overcast clouds
625,Ardakan,IR,32.31,54.0175,56.8,36,0,5.93,clear sky
626,Comodoro Rivadavia,AR,-45.8667,-67.5,84.06,20,0,21.85,clear sky
627,Beaverlodge,CA,55.2166,-119.4361,34.95,95,66,3.98,broken clouds
628,Jaisalmer,IN,26.9147,70.9181,68.95,38,0,7.52,clear sky
629,Havelock,US,34.8791,-76.9013,71.58,83,92,3.0,light rain
630,Omboue,GA,-1.5746,9.2618,77.16,84,53,6.64,broken clouds
631,Belaya Gora,RU,68.5333,146.4167,-19.1,98,100,4.41,overcast clouds
632,Daru,PG,-9.0763,143.2092,77.52,93,100,3.91,overcast clouds
633,Fare,PF,-16.7,-151.0167,78.82,76,97,3.15,overcast clouds
634,Zaraza,VE,9.3503,-65.3245,80.2,86,81,4.43,broken clouds
635,Anapolis,BR,-16.3267,-48.9528,71.2,88,40,9.22,thunderstorm with light rain
636,Mudanjiang,CN,44.5833,129.6,21.33,91,89,2.66,overcast clouds
637,Come,BJ,6.4076,1.882,79.47,80,97,7.25,overcast clouds
638,Westport,US,41.1415,-73.3579,45.75,53,100,4.0,overcast clouds
639,High Level,CA,58.5169,-117.136,35.71,80,75,12.66,smoke
640,Kabo,CF,7.6994,18.629,75.06,34,43,3.02,scattered clouds
641,Karasjok,NO,69.4719,25.5112,20.62,94,98,5.06,overcast clouds
642,Arman,RU,59.7,150.1667,-0.2,75,2,8.23,clear sky
643,Zaozerne,UA,45.1582,33.2787,50.18,76,96,5.17,overcast clouds
644,Nisia Floresta,BR,-6.0911,-35.2086,77.77,75,38,9.04,scattered clouds
645,Aasiaat,GL,68.7098,-52.8699,20.01,92,100,1.3,light snow
646,Armash,AM,39.7653,44.809,47.7,46,0,5.84,clear sky
647,Arima,TT,10.6333,-61.2833,82.44,91,52,8.01,moderate rain
648,Kawalu,ID,-7.3817,108.2082,71.51,98,100,0.94,light rain
649,Mulege,MX,26.8833,-111.9833,72.59,45,91,11.95,overcast clouds
650,Erzin,TR,36.9559,36.2,63.03,58,99,6.2,light rain
651,Maningrida,AU,-12.0667,134.2667,82.26,76,91,3.58,overcast clouds
652,Aklavik,CA,68.2191,-135.0107,3.33,94,34,7.76,scattered clouds
653,Bekhtery,UA,46.251,32.2927,52.5,74,100,10.22,overcast clouds
654,Shingu,JP,33.7333,135.9833,50.4,68,0,7.23,clear sky
655,Vyshkov,RU,52.4764,31.6873,38.71,95,41,5.08,scattered clouds
656,Dhenkanal,IN,20.6667,85.6,61.0,65,3,3.58,clear sky
657,Ayr,GB,55.4627,-4.6339,46.31,100,40,5.75,scattered clouds
658,Srednekolymsk,RU,67.45,153.6833,-28.19,100,48,7.74,scattered clouds
659,Pljevlja,ME,43.3333,19.3333,45.21,88,95,4.5,overcast clouds
660,Holland,US,42.7875,-86.1089,34.41,92,100,6.91,snow
661,Aykhal,RU,66.0,111.5,-21.03,99,99,6.71,overcast clouds
662,Matara,LK,5.9485,80.5353,75.74,90,100,2.06,overcast clouds
663,Bentiu,SS,9.2333,29.8333,77.49,40,63,5.12,broken clouds
664,Cardston,CA,49.2,-113.3019,38.14,73,100,11.45,overcast clouds
665,Utiel,ES,39.5667,-1.2,57.47,74,100,22.91,overcast clouds
666,Ust-Nera,RU,64.5667,143.2,-5.44,99,100,5.44,light snow
667,Saint-Joseph,RE,-21.3667,55.6167,66.58,72,18,9.31,few clouds
668,Santa Luzia,BR,-19.7697,-43.8514,70.7,93,100,2.91,moderate rain
669,Simbahan,PH,6.3032,120.5836,82.35,81,96,7.85,overcast clouds
670,General Roca,AR,-39.0333,-67.5833,86.63,22,0,12.95,clear sky
671,Cayenne,GF,4.9333,-52.3333,86.04,66,0,11.5,clear sky
672,Marsh Harbour,BS,26.5412,-77.0636,80.06,72,14,7.02,few clouds
673,Monrovia,LR,6.3005,-10.7969,78.55,80,98,2.59,light rain
674,Grand Baie,MU,-20.0182,57.5802,68.45,66,58,5.01,broken clouds
675,Pimentel,PE,-6.8367,-79.9342,71.89,64,0,17.27,clear sky
676,Maykor,RU,59.0059,55.88,8.96,82,49,6.51,scattered clouds
677,Bogale,MM,16.2833,95.4,73.31,81,100,2.98,overcast clouds
678,Hanzhong,CN,33.0728,107.0303,53.44,72,100,1.01,overcast clouds
679,Male,MV,4.1748,73.5089,81.16,78,100,11.74,overcast clouds
680,Betamcherla,IN,15.4667,78.1667,69.1,85,10,3.98,clear sky
681,Aguie,NE,13.506,7.7786,72.84,20,5,9.93,clear sky
682,Bourail,NC,-21.5667,165.4833,77.59,68,34,3.96,scattered clouds
683,Jacareacanga,BR,-6.2222,-57.7528,74.55,97,100,3.65,overcast clouds
684,Naryan-Mar,RU,67.6713,53.087,21.87,90,100,17.34,overcast clouds
685,Santa Comba,ES,43.0331,-8.8093,52.68,92,100,7.7,overcast clouds
686,Tara,RU,56.8944,74.371,20.23,94,100,7.31,overcast clouds
687,Nuuk,GL,64.1835,-51.7216,25.41,93,75,14.97,light shower snow
688,Berlevag,NO,70.8578,29.0864,40.95,81,100,28.77,light intensity drizzle
689,Kibala,TD,9.1104,18.3463,78.03,31,15,3.13,few clouds
690,Ca Mau,VN,9.1769,105.15,75.49,97,100,4.97,overcast clouds
691,Camocim,BR,-2.9022,-40.8411,80.11,71,22,18.81,few clouds
692,Tagusao,PH,9.1924,117.8141,79.2,84,100,4.61,overcast clouds
693,Excelsior Springs,US,39.3392,-94.2261,38.48,78,100,9.22,light rain
694,Budogoshch,RU,59.2816,32.4707,27.19,97,44,4.59,scattered clouds
695,Laguna,US,38.421,-121.4238,69.08,33,0,14.97,clear sky
696,Mandera,KE,3.9366,41.867,84.4,47,89,7.74,overcast clouds
697,Sungairaya,ID,0.7,108.9,78.44,86,100,2.28,overcast clouds
698,Nemuro,JP,43.3236,145.575,45.34,79,100,13.58,light rain
699,Kushmurun,KZ,52.4503,64.6311,21.22,93,100,12.5,light snow
700,Mandalgovi,MN,45.7625,106.2708,26.11,40,3,8.59,clear sky
701,Talaya,RU,61.3833,152.75,-16.28,98,99,1.9,overcast clouds
702,Maldonado,UY,-34.6667,-54.9167,69.22,56,0,10.33,clear sky
703,Harper,LR,4.375,-7.7169,77.95,84,18,5.39,light rain
704,Ginda,IN,30.6945,78.4932,44.89,42,1,7.49,clear sky
705,Conceicao Do Araguaia,BR,-8.2578,-49.2647,82.0,74,100,3.96,moderate rain
